SystemMillis,BMETemperature,BMEPressure,BMEApproximateAlt,BNO Quat W, BNO Quat X,BNO Quat Y,BNO Quat Z,BNO Gyro X,BNO Gyro Y,BNO Gyro Z,BNO Accel X,BNO Accel Y,BNO Accel Z,BNO_Grav_X,BNO_Grav_Y,BNO_Grav_Z,BNO CALIBRATION sys,BNOGyro,BNOAccel,BNOMagnitude,ALGOPos1,ALGOPos2,GPSHour,GPSmin,GPSsec,GPSmilli,GPSday,GPSmonth,GPSyear,GPSFix,GPSfixquality_3d,GPSLat,GPSlong,GPSSpeed,GPSAngle,GPSAlt,GPSSatNum
534765,25.60,917.39,830.56,0.3683,0.6138,0.3607,-0.5978,2.31,-0.13,-0.31,-9.69,0.27,0.06,-9.80,0.20,-0.13,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
535266,25.59,917.50,829.57,0.3678,0.6116,0.3509,-0.6062,11.44,-1.44,-0.94,-9.77,0.39,0.17,-9.80,0.24,0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
535766,25.59,917.64,828.26,0.3564,0.6083,0.3474,-0.6183,14.63,-2.06,-1.94,-9.79,-0.20,-0.18,-9.80,0.03,0.18,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
536266,25.59,917.82,826.66,0.3373,0.6182,0.3361,-0.6254,0.50,-1.00,-0.62,-9.69,0.37,-0.25,-9.80,-0.02,0.09,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
536767,25.59,917.94,825.53,0.3205,0.6302,0.3082,-0.6365,3.75,-1.69,1.31,-9.74,-0.27,0.37,-9.80,0.11,0.15,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
537268,25.60,918.14,823.81,0.3031,0.6381,0.2970,-0.6424,-2.19,2.56,2.81,-9.83,0.26,0.07,-9.80,0.05,0.08,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
537770,25.60,918.29,822.45,0.2999,0.6467,0.2788,-0.6435,0.75,0.25,3.44,-9.67,-0.39,0.61,-9.80,0.28,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
538270,25.61,918.39,821.52,0.2922,0.6394,0.2799,-0.6537,3.19,0.31,-0.06,-9.65,0.20,0.16,-9.80,0.07,0.25,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
538771,25.61,918.53,820.23,0.2899,0.6511,0.2667,-0.6488,2.75,-0.69,-1.00,-9.71,0.35,-0.25,-9.80,0.30,0.09,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
539272,25.60,918.68,818.88,0.2730,0.6475,0.2717,-0.6576,0.13,-1.00,-2.94,-9.62,0.00,0.06,-9.80,-0.04,0.13,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
539773,25.60,918.84,817.42,0.2714,0.6618,0.2607,-0.6484,-1.50,0.44,-2.19,-9.57,0.59,-0.47,-9.80,0.21,-0.12,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
540273,25.59,919.08,815.34,0.2592,0.6636,0.2592,-0.6521,-6.75,0.94,-0.88,-9.59,-0.29,0.44,-9.80,0.04,-0.13,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
540774,25.59,919.21,814.09,0.2686,0.6646,0.2623,-0.6461,3.75,1.62,-3.44,-9.76,0.56,-0.15,-9.80,0.17,-0.20,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
541275,25.59,919.40,812.46,0.2610,0.6661,0.2554,-0.6503,7.00,-1.75,1.94,-9.78,-0.37,0.67,-9.80,0.15,-0.17,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
541776,25.59,919.55,811.05,0.2530,0.6559,0.2479,-0.6666,8.13,0.56,-0.06,-9.72,0.05,-0.02,-9.80,0.01,0.16,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
542277,25.58,919.67,810.01,0.2491,0.6593,0.2389,-0.6680,4.62,-2.37,2.75,-9.86,-0.23,-0.01,-9.80,0.09,0.16,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
542778,25.58,919.90,807.94,0.2511,0.6535,0.2404,-0.6724,-7.94,0.00,-0.75,-10.07,0.12,-0.12,-9.80,0.04,0.29,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
543279,25.58,920.05,806.44,0.2541,0.6600,0.2537,-0.6599,-0.50,-0.19,-0.06,-9.77,0.44,0.37,-9.80,0.01,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
543780,25.58,920.24,804.89,0.2705,0.6545,0.2552,-0.6583,-3.44,2.56,-1.81,-9.92,0.22,0.03,-9.80,0.17,0.12,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
544280,25.57,920.40,803.38,0.2697,0.6600,0.2678,-0.6481,1.06,1.50,-0.44,-9.77,0.19,-0.71,-9.80,0.08,-0.14,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
544782,25.57,920.55,802.07,0.2712,0.6619,0.2673,-0.6456,-8.50,-0.75,0.69,-9.70,0.47,0.13,-9.80,0.14,-0.18,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
545282,25.57,920.69,800.78,0.2620,0.6559,0.2679,-0.6552,-4.50,-0.81,-0.19,-10.06,-0.48,-0.61,-9.80,-0.07,-0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
545784,25.57,920.87,799.22,0.2623,0.6648,0.2723,-0.6443,-5.25,-1.50,-1.94,-9.91,0.98,0.37,-9.80,-0.02,-0.31,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
546285,25.57,921.07,797.40,0.2539,0.6555,0.2587,-0.6625,6.37,-3.06,0.25,-9.76,-0.58,-0.03,-9.80,-0.10,0.06,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
546785,25.56,921.19,796.27,0.2429,0.6652,0.2465,-0.6617,-8.31,-3.31,2.19,-9.67,0.68,0.26,-9.80,-0.02,-0.06,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
547286,25.57,921.33,795.03,0.2406,0.6487,0.2191,-0.6880,0.75,3.37,1.12,-9.57,-0.59,0.80,-9.78,0.10,0.61,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
547787,25.56,921.53,793.27,0.2054,0.6787,0.2122,-0.6724,4.50,0.13,2.31,-9.69,0.12,-0.60,-9.80,-0.06,-0.11,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
548288,25.57,921.70,791.76,0.2090,0.6802,0.1805,-0.6790,2.44,1.44,0.37,-9.66,0.45,0.80,-9.79,0.38,0.09,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
548788,25.56,921.84,790.50,0.1819,0.6931,0.1835,-0.6730,-4.56,3.75,-0.31,-9.70,-0.07,-0.84,-9.80,0.05,-0.27,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
549288,25.55,922.00,789.05,0.1952,0.6897,0.1682,-0.6767,-9.31,-2.06,-1.62,-9.64,0.70,0.59,-9.79,0.41,-0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
549789,25.55,922.20,787.21,0.1835,0.6868,0.1739,-0.6815,-5.19,1.06,-3.44,-9.73,0.07,-0.71,-9.80,0.14,-0.03,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
550290,25.55,922.40,785.47,0.1827,0.6890,0.1709,-0.6802,-3.31,-2.44,-1.62,-9.73,0.51,0.20,-9.80,0.18,-0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
550790,25.55,922.56,783.97,0.1657,0.6863,0.1647,-0.6887,1.37,-1.62,-1.44,-9.96,-0.22,-0.26,-9.80,0.00,0.03,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
551291,25.55,922.71,782.68,0.1612,0.6881,0.1591,-0.6893,-0.69,-0.31,1.69,-9.95,-0.06,0.26,-9.80,0.02,0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
551791,25.55,922.87,781.18,0.1475,0.6872,0.1529,-0.6947,9.38,2.00,0.06,-10.05,-0.03,-0.48,-9.80,-0.09,0.08,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
552292,25.55,923.00,780.06,0.1542,0.6916,0.1490,-0.6898,5.31,-1.25,-2.62,-9.89,0.03,0.68,-9.80,0.07,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
552792,25.54,923.21,778.13,0.1476,0.6793,0.1581,-0.7013,-10.56,1.94,0.13,-10.40,0.14,-0.41,-9.80,-0.20,0.26,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
553293,25.54,923.35,776.93,0.1617,0.6971,0.1548,-0.6811,14.69,0.31,-0.81,-9.83,0.21,-0.21,-9.80,0.14,-0.19,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
553795,25.53,923.48,775.70,0.1600,0.6872,0.1594,-0.6905,2.62,-3.44,3.50,-9.72,-0.23,-0.04,-9.80,0.00,0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
554296,25.53,923.63,774.42,0.1765,0.6967,0.1487,-0.6792,12.13,0.06,2.37,-9.74,0.45,-0.22,-9.79,0.43,-0.14,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
554796,25.53,923.75,773.31,0.1669,0.6891,0.1465,-0.6898,3.25,1.69,2.69,-9.89,-0.06,0.13,-9.80,0.27,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
555298,25.52,923.87,772.25,0.1680,0.6978,0.1382,-0.6825,-3.62,1.44,1.69,-9.76,0.22,0.23,-9.79,0.44,-0.11,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
555798,25.52,923.99,771.13,0.1659,0.6954,0.1382,-0.6854,-1.12,0.00,0.13,-9.85,0.26,0.24,-9.79,0.40,-0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
556299,25.52,924.14,769.84,0.1536,0.6939,0.1340,-0.6906,-6.12,-1.00,-0.44,-9.86,0.25,-0.10,-9.80,0.27,0.01,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
556799,25.51,924.27,768.61,0.1505,0.6893,0.1336,-0.6960,5.37,-0.13,-2.62,-9.71,0.30,0.11,-9.80,0.20,0.13,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
557300,25.51,924.43,767.19,0.1317,0.6926,0.1238,-0.6984,0.37,-0.56,-0.25,-9.79,0.00,0.07,-9.80,0.09,0.09,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
557801,25.51,924.56,766.03,0.1164,0.6948,0.1172,-0.7000,9.69,0.56,-2.25,-9.79,-0.22,0.28,-9.80,-0.02,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
558302,25.50,924.66,765.12,0.1012,0.6995,0.1048,-0.6996,1.56,1.12,-0.50,-9.77,0.35,0.00,-9.80,-0.04,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
558804,25.50,924.80,763.93,0.0895,0.7043,0.0959,-0.6976,4.56,1.37,-1.00,-9.85,-0.15,-0.04,-9.80,-0.07,-0.10,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
559306,25.49,924.94,762.61,0.0808,0.7043,0.0807,-0.7006,9.63,-0.81,0.06,-9.92,0.16,0.18,-9.80,0.00,-0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
559806,25.48,925.06,761.59,0.0610,0.7047,0.0516,-0.7050,13.75,-0.94,3.25,-9.76,-0.13,0.57,-9.80,0.12,0.01,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
560306,25.48,925.20,760.30,0.0474,0.7015,0.0278,-0.7106,17.75,-1.37,2.25,-9.95,0.01,-0.21,-9.80,0.26,0.14,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
560807,25.49,925.29,759.49,0.0324,0.7017,-0.0010,-0.7117,22.94,-1.06,2.75,-10.06,0.27,0.03,-9.79,0.46,0.14,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
561308,25.48,925.41,758.45,0.0089,0.7023,-0.0251,-0.7114,7.94,0.44,1.31,-9.81,-0.10,0.16,-9.79,0.46,0.11,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
561809,25.49,925.51,757.57,-0.0050,0.7042,-0.0340,-0.7092,17.25,0.25,-0.06,-9.70,0.45,-0.12,-9.79,0.40,0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
562309,25.48,925.64,756.29,-0.0344,0.7031,-0.0487,-0.7086,10.69,0.56,-3.00,-9.58,-0.07,0.31,-9.80,0.19,0.06,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
562810,25.48,925.79,755.04,-0.0626,0.7023,-0.0598,-0.7066,6.87,0.88,-1.75,-9.63,0.16,0.26,-9.80,-0.03,0.06,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
563310,25.48,925.86,754.38,-0.0811,0.6999,-0.0815,-0.7050,5.81,0.56,0.06,-9.68,0.49,0.02,-9.80,0.01,0.06,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
563811,25.48,926.04,752.77,-0.1094,0.6953,-0.1121,-0.7015,-3.56,1.87,1.56,-9.83,-0.24,0.14,-9.80,0.04,0.08,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
564312,25.48,926.14,751.88,-0.1133,0.6965,-0.1247,-0.6976,7.56,0.81,0.19,-9.88,0.17,0.30,-9.80,0.15,-0.01,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
564813,25.48,926.23,751.11,-0.1223,0.6967,-0.1299,-0.6949,8.75,0.13,1.19,-9.87,-0.36,-0.03,-9.80,0.09,-0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
565314,25.48,926.38,749.77,-0.1317,0.6948,-0.1340,-0.6943,5.25,-1.81,-1.37,-9.76,0.38,-0.14,-9.80,0.02,-0.01,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
565814,25.46,926.51,748.54,-0.1446,0.6895,-0.1448,-0.6948,10.94,-0.44,-0.81,-9.86,-0.21,-0.05,-9.80,0.01,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
566315,25.47,926.62,747.61,-0.1483,0.6870,-0.1429,-0.6968,8.88,-1.94,-0.31,-9.75,0.44,0.21,-9.80,-0.03,0.15,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
566816,25.46,926.74,746.48,-0.1545,0.6795,-0.1631,-0.6984,-2.06,0.44,1.87,-9.67,0.17,0.14,-9.80,0.17,0.22,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
567317,25.45,926.82,745.78,-0.1564,0.6864,-0.1687,-0.6899,17.81,2.25,-0.62,-9.68,0.04,-0.19,-9.80,0.17,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
567817,25.45,926.94,744.74,-0.1505,0.6847,-0.1714,-0.6922,-8.56,2.44,1.62,-9.69,0.34,0.48,-9.80,0.30,0.03,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
568319,25.45,927.07,743.55,-0.1549,0.6869,-0.1714,-0.6891,-5.50,-0.19,-1.06,-9.71,0.09,-0.01,-9.80,0.22,-0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
568820,25.45,927.23,742.14,-0.1733,0.6824,-0.1850,-0.6855,8.88,0.88,1.44,-9.72,-0.05,0.38,-9.80,0.16,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
569321,25.45,927.33,741.22,-0.1951,0.6787,-0.1976,-0.6799,13.13,1.12,-2.00,-9.97,0.04,-0.42,-9.80,0.03,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
569822,25.45,927.48,739.91,-0.2059,0.6762,-0.2065,-0.6765,-1.19,0.94,0.56,-9.78,0.27,0.34,-9.80,0.00,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
570322,25.45,927.60,738.85,-0.2172,0.6719,-0.2155,-0.6744,9.94,-1.69,-1.25,-9.94,0.04,-0.51,-9.80,-0.01,0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
570822,25.44,927.71,737.82,-0.2272,0.6641,-0.2302,-0.6741,11.25,-2.75,3.06,-9.90,0.23,0.15,-9.80,0.08,0.11,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
571323,25.44,927.81,736.95,-0.2303,0.6596,-0.2366,-0.6752,4.87,2.56,-0.19,-9.88,0.03,0.13,-9.80,0.15,0.17,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
571824,25.43,927.91,736.05,-0.2262,0.6654,-0.2417,-0.6691,-0.37,1.25,0.94,-9.85,0.20,-0.09,-9.80,0.22,-0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
572325,25.43,928.02,735.10,-0.2265,0.6641,-0.2382,-0.6716,11.81,-1.00,0.06,-9.86,-0.01,0.21,-9.80,0.18,0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
572826,25.43,928.11,734.28,-0.2371,0.6605,-0.2436,-0.6694,6.81,0.00,0.62,-9.73,0.16,0.11,-9.80,0.12,0.08,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
573326,25.43,928.19,733.58,-0.2349,0.6581,-0.2387,-0.6743,-5.44,0.31,-3.19,-9.75,0.30,0.27,-9.80,0.12,0.19,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
573827,25.42,928.28,732.72,-0.2401,0.6557,-0.2330,-0.6768,5.56,-1.62,0.62,-9.83,0.14,-0.22,-9.80,0.00,0.30,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
574328,25.42,928.39,731.74,-0.2433,0.6584,-0.2427,-0.6696,12.94,1.00,-0.69,-9.71,0.15,0.11,-9.80,0.04,0.14,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
574828,25.42,928.49,730.89,-0.2369,0.6664,-0.2385,-0.6655,-3.25,2.75,-0.81,-9.66,-0.13,0.11,-9.80,0.01,-0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
575330,25.42,928.62,729.75,-0.2340,0.6719,-0.2367,-0.6617,6.81,0.00,-0.31,-9.68,0.08,0.06,-9.80,-0.01,-0.14,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
575831,25.41,928.70,728.96,-0.2275,0.6717,-0.2327,-0.6655,7.25,0.81,-0.31,-9.61,0.00,0.18,-9.80,0.04,-0.10,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
576331,25.41,928.83,727.85,-0.2203,0.6698,-0.2299,-0.6708,-11.94,0.00,0.75,-9.64,0.51,0.08,-9.80,0.13,-0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
576832,25.41,928.92,727.02,-0.2145,0.6700,-0.2200,-0.6757,-8.38,0.13,-1.06,-9.78,0.01,-0.04,-9.80,0.09,0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
577333,25.41,929.02,726.13,-0.2100,0.6695,-0.2167,-0.6788,1.94,1.00,1.31,-9.76,0.30,0.08,-9.80,0.12,0.09,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
577834,25.41,929.12,725.26,-0.2156,0.6680,-0.2270,-0.6752,0.56,-0.62,1.12,-9.82,-0.07,-0.19,-9.80,0.18,0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
578335,25.39,929.24,724.13,-0.2111,0.6668,-0.2321,-0.6760,11.25,-1.19,2.44,-9.68,0.03,0.11,-9.80,0.32,0.03,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
578837,25.40,929.37,722.98,-0.2069,0.6652,-0.2300,-0.6795,5.44,0.50,1.00,-9.74,0.19,0.12,-9.79,0.36,0.08,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
579337,25.39,929.46,722.21,-0.2148,0.6655,-0.2374,-0.6743,5.56,0.13,-0.69,-9.58,0.27,0.12,-9.80,0.33,0.01,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
579838,25.40,929.61,720.83,-0.2187,0.6650,-0.2267,-0.6771,10.75,-2.06,-2.06,-9.73,0.31,-0.06,-9.80,0.15,0.12,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
580339,25.39,929.74,719.73,-0.2197,0.6685,-0.2217,-0.6750,2.44,-1.87,-2.56,-9.61,0.39,-0.01,-9.80,0.05,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
580840,25.39,929.82,718.97,-0.2285,0.6630,-0.2130,-0.6804,-2.62,1.62,-2.44,-9.76,-0.01,0.34,-9.80,-0.12,0.29,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
581341,25.39,930.00,717.35,-0.2137,0.6791,-0.2119,-0.6695,3.12,0.00,-0.31,-9.72,0.51,-0.77,-9.80,-0.06,-0.11,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
581842,25.38,930.09,716.57,-0.2081,0.6843,-0.2090,-0.6668,-9.56,2.69,-0.31,-9.55,-0.18,0.37,-9.80,-0.06,-0.22,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
582343,25.38,930.22,715.39,-0.1968,0.6866,-0.2030,-0.6697,-4.56,0.31,1.81,-9.79,0.43,-0.02,-9.80,0.01,-0.24,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
582845,25.37,930.34,714.32,-0.1901,0.6840,-0.1964,-0.6764,-16.62,0.19,-1.06,-9.86,-0.36,0.33,-9.80,0.05,-0.12,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
583346,25.37,930.50,712.91,-0.1769,0.6868,-0.1763,-0.6826,-11.88,-2.87,0.00,-9.88,0.21,-0.30,-9.80,-0.02,-0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
583847,25.37,930.62,711.84,-0.1661,0.6855,-0.1616,-0.6902,-1.31,-0.69,-1.31,-9.79,-0.25,0.31,-9.80,-0.04,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
584347,25.37,930.81,710.19,-0.1514,0.6871,-0.1467,-0.6953,0.62,0.94,1.62,-9.80,0.40,-0.10,-9.80,-0.03,0.12,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
584848,25.36,930.91,709.25,-0.1351,0.6890,-0.1410,-0.6980,-5.44,-0.06,1.69,-9.67,0.00,0.25,-9.80,0.10,0.10,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
585348,25.36,931.03,708.20,-0.1141,0.6902,-0.1255,-0.7034,-0.19,1.69,1.44,-9.91,0.17,0.35,-9.80,0.18,0.15,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
585848,25.35,931.13,707.32,-0.1021,0.6891,-0.1214,-0.7071,1.50,0.06,1.37,-9.77,0.35,0.26,-9.79,0.30,0.20,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
586349,25.36,931.25,706.27,-0.0887,0.6898,-0.1014,-0.7114,-9.25,-0.13,-2.25,-9.64,0.06,0.45,-9.80,0.21,0.27,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
586849,25.35,931.38,705.09,-0.0762,0.6932,-0.0750,-0.7127,-10.50,0.88,-1.56,-9.65,0.06,0.27,-9.80,0.01,0.27,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
587350,25.34,931.48,704.16,-0.0765,0.6943,-0.0665,-0.7125,1.12,1.69,-0.88,-9.60,-0.18,0.34,-9.80,-0.11,0.26,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
587851,25.34,931.65,702.69,-0.0811,0.7016,-0.0847,-0.7028,2.62,1.87,3.12,-9.50,0.05,-0.08,-9.80,0.05,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
588353,25.34,931.76,701.73,-0.0771,0.7029,-0.0944,-0.7007,6.00,2.19,4.00,-9.63,0.00,0.00,-9.80,0.23,-0.06,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
588853,25.34,931.92,700.29,-0.0704,0.7036,-0.0963,-0.7006,-12.50,1.75,2.31,-9.66,-0.12,0.39,-9.80,0.34,-0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
589354,25.35,932.05,699.14,-0.0628,0.7036,-0.0841,-0.7028,-0.75,1.44,-1.12,-9.78,0.25,0.00,-9.80,0.29,-0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
589854,25.35,932.23,697.51,-0.0497,0.7042,-0.0650,-0.7052,-7.87,-1.75,-1.25,-10.04,0.41,-0.12,-9.80,0.21,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
590355,25.35,932.36,696.33,-0.0451,0.7057,-0.0531,-0.7050,2.81,-1.56,-2.00,-10.27,0.14,0.00,-9.80,0.10,-0.01,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
590856,25.34,932.49,695.22,-0.0382,0.7047,-0.0471,-0.7070,-6.19,0.50,1.00,-10.27,0.38,0.02,-9.80,0.12,0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
591357,25.34,932.60,694.20,-0.0297,0.7020,-0.0406,-0.7103,-6.31,-1.81,-3.31,-9.88,0.33,-0.22,-9.80,0.15,0.11,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
591858,25.32,932.70,693.35,-0.0135,0.6984,-0.0051,-0.7156,-21.87,-4.06,-5.25,-9.69,0.56,0.05,-9.80,-0.11,0.24,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
592359,25.32,932.83,692.18,0.0202,0.6931,0.0389,-0.7195,-10.56,-1.50,-6.00,-9.59,-0.06,0.00,-9.79,-0.28,0.35,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
592859,25.32,932.91,691.44,0.0561,0.6943,0.0833,-0.7126,-21.19,2.06,-3.00,-9.50,0.14,0.43,-9.79,-0.39,0.21,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
593359,25.32,933.04,690.32,0.0797,0.6942,0.1135,-0.7064,-7.12,1.19,-0.06,-9.64,-0.57,-0.16,-9.79,-0.48,0.09,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
593860,25.32,933.20,688.86,0.0952,0.7023,0.1089,-0.6971,2.25,2.87,7.19,-9.98,-0.59,0.29,-9.80,-0.17,-0.09,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
594361,25.31,933.31,687.93,0.0966,0.7043,0.0871,-0.6979,4.44,2.75,7.87,-9.73,-0.52,-0.32,-9.80,0.14,-0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
594862,25.30,933.42,686.93,0.1250,0.7081,0.0954,-0.6884,-14.81,-1.44,4.06,-9.66,0.17,0.18,-9.79,0.45,-0.19,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
595362,25.30,933.56,685.69,0.1465,0.6927,0.1125,-0.6971,-18.19,-4.19,1.00,-9.94,0.63,-0.01,-9.79,0.45,0.15,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
595862,25.30,933.68,684.60,0.1605,0.6882,0.1198,-0.6973,-6.12,-2.50,0.06,-10.00,0.29,-0.12,-9.78,0.52,0.23,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
596363,25.30,933.78,683.72,0.1479,0.6884,0.1274,-0.6986,1.19,0.62,-3.31,-9.77,0.56,0.13,-9.80,0.24,0.19,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
