SystemMillis,BMETemperature,BMEPressure,BMEApproximateAlt,BNO Quat W, BNO Quat X,BNO Quat Y,BNO Quat Z,BNO Gyro X,BNO Gyro Y,BNO Gyro Z,BNO Accel X,BNO Accel Y,BNO Accel Z,BNO_Grav_X,BNO_Grav_Y,BNO_Grav_Z,BNO CALIBRATION sys,BNOGyro,BNOAccel,BNOMagnitude,ALGOPos1,ALGOPos2,GPSHour,GPSmin,GPSsec,GPSmilli,GPSday,GPSmonth,GPSyear,GPSFix,GPSfixquality_3d,GPSLat,GPSlong,GPSSpeed,GPSAngle,GPSAlt,GPSSatNum
235349,28.34,850.46,1453.18,-0.7040,0.0818,-0.7002,-0.0865,-8.56,1.44,-0.13,-9.73,-0.01,0.00,-9.80,0.05,0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
235851,28.33,850.58,1452.00,-0.7023,0.0908,-0.6995,-0.0962,-12.19,-1.50,0.31,-9.80,-0.07,-0.02,-9.80,0.06,0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
236352,28.32,850.67,1451.08,-0.7021,0.1051,-0.6954,-0.1118,-18.06,0.69,0.13,-9.84,0.11,0.19,-9.80,0.07,0.10,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
236854,28.30,850.78,1450.06,-0.6999,0.1135,-0.6943,-0.1233,-11.56,0.37,-1.19,-9.84,0.14,0.09,-9.80,0.12,0.09,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
237355,28.29,850.86,1449.30,-0.6971,0.1226,-0.6937,-0.1337,-1.44,-1.00,1.25,-9.64,0.27,0.13,-9.80,0.14,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
237856,28.27,850.97,1448.28,-0.6969,0.1279,-0.6917,-0.1396,8.19,-0.31,1.00,-9.80,-0.18,0.07,-9.80,0.14,0.10,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
238357,28.26,851.05,1447.48,-0.6941,0.1367,-0.6910,-0.1484,1.69,0.06,-2.00,-9.71,0.18,0.17,-9.80,0.15,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
238858,28.24,851.18,1446.27,-0.6923,0.1385,-0.6924,-0.1483,-4.06,0.62,2.00,-9.80,-0.26,0.38,-9.80,0.13,0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
239359,28.23,851.31,1445.03,-0.6903,0.1425,-0.6923,-0.1548,5.81,-0.56,-1.87,-9.87,-0.03,0.01,-9.80,0.17,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
239861,28.21,851.42,1443.94,-0.6893,0.1454,-0.6920,-0.1575,9.81,0.62,2.87,-9.78,-0.16,0.04,-9.80,0.17,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
240362,28.20,851.51,1443.04,-0.6890,0.1514,-0.6901,-0.1620,5.12,0.00,-1.25,-9.79,0.05,-0.10,-9.80,0.14,0.01,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
240862,28.19,851.61,1442.11,-0.6907,0.1494,-0.6891,-0.1603,6.25,-0.06,2.19,-9.87,0.18,-0.03,-9.80,0.14,0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
241363,28.18,851.72,1441.06,-0.6921,0.1457,-0.6899,-0.1547,17.62,0.19,-1.56,-9.73,0.11,0.21,-9.80,0.11,0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
241863,28.16,851.83,1440.00,-0.6928,0.1417,-0.6901,-0.1541,3.75,-1.62,1.56,-9.76,0.48,-0.28,-9.80,0.15,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
242364,28.14,851.92,1439.16,-0.6962,0.1359,-0.6891,-0.1481,2.00,0.19,-0.37,-9.73,-0.11,0.30,-9.80,0.14,0.13,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
242864,28.13,852.04,1437.98,-0.6970,0.1345,-0.6890,-0.1462,-7.94,1.37,0.75,-9.80,0.10,0.11,-9.80,0.13,0.13,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
243364,28.12,852.14,1437.04,-0.6943,0.1340,-0.6921,-0.1449,4.06,0.88,-0.31,-9.77,0.03,-0.14,-9.80,0.14,0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
243866,28.10,852.28,1435.72,-0.6939,0.1316,-0.6939,-0.1402,5.75,1.56,0.69,-9.75,-0.03,0.18,-9.80,0.11,0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
244367,28.09,852.36,1434.89,-0.6904,0.1304,-0.6979,-0.1385,2.94,-0.50,0.37,-9.71,0.23,-0.19,-9.80,0.12,-0.08,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
244867,28.08,852.46,1433.92,-0.6921,0.1219,-0.6989,-0.1328,1.19,0.06,0.19,-9.72,0.03,0.00,-9.80,0.16,-0.06,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
245368,28.06,852.60,1432.67,-0.6953,0.1113,-0.6992,-0.1240,5.62,1.06,1.69,-9.76,0.14,0.05,-9.80,0.18,-0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
245869,28.05,852.70,1431.71,-0.6982,0.1039,-0.6981,-0.1196,4.75,-0.37,0.00,-9.78,-0.07,0.24,-9.80,0.21,0.03,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
246370,28.04,852.82,1430.55,-0.7020,0.0945,-0.6974,-0.1083,-2.62,0.13,0.31,-9.85,0.27,-0.07,-9.80,0.18,0.08,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
246872,28.02,852.91,1429.68,-0.7033,0.0891,-0.6979,-0.1013,-0.94,-1.44,0.62,-9.78,0.15,0.10,-9.80,0.15,0.09,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
247372,28.02,853.01,1428.72,-0.7054,0.0817,-0.6982,-0.0912,5.50,1.31,-2.19,-9.66,0.14,0.22,-9.80,0.11,0.11,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
247873,28.00,853.11,1427.73,-0.7054,0.0750,-0.6999,-0.0826,11.88,2.31,1.81,-9.76,-0.07,0.17,-9.80,0.09,0.08,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
248373,27.99,853.23,1426.62,-0.7063,0.0701,-0.7002,-0.0774,9.13,0.81,-2.00,-9.77,0.13,0.43,-9.80,0.08,0.09,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
248874,27.98,853.31,1425.85,-0.7058,0.0615,-0.7020,-0.0718,-3.19,-0.06,1.62,-9.79,0.29,-0.44,-9.80,0.13,0.06,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
249375,27.96,853.47,1424.27,-0.7082,0.0464,-0.7018,-0.0613,2.19,0.00,-0.06,-9.78,0.18,0.30,-9.80,0.19,0.10,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
249876,27.95,853.55,1423.50,-0.7098,0.0383,-0.7013,-0.0544,5.31,0.81,0.81,-9.73,0.29,-0.08,-9.80,0.21,0.13,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
250377,27.94,853.65,1422.55,-0.7092,0.0336,-0.7027,-0.0449,-5.25,0.19,-0.44,-9.79,-0.11,0.35,-9.80,0.15,0.09,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
250878,27.93,853.77,1421.39,-0.7109,0.0320,-0.7015,-0.0377,-2.19,-0.50,-0.75,-9.79,0.29,-0.04,-9.80,0.07,0.13,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
251378,27.92,853.86,1420.57,-0.7094,0.0284,-0.7037,-0.0281,-10.94,1.69,0.13,-9.75,-0.05,0.02,-9.80,0.00,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
251878,27.91,853.98,1419.38,-0.7096,0.0191,-0.7040,-0.0200,2.75,0.37,-0.25,-9.68,0.13,0.29,-9.80,0.01,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
252379,27.90,854.09,1418.28,-0.7094,0.0094,-0.7047,-0.0143,8.50,1.19,1.56,-9.71,-0.09,-0.01,-9.80,0.06,0.06,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
252880,27.89,854.19,1417.42,-0.7094,0.0011,-0.7048,-0.0095,16.87,-0.37,0.88,-9.81,0.01,0.25,-9.80,0.11,0.06,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
253380,27.88,854.30,1416.37,-0.7098,-0.0009,-0.7043,-0.0071,-0.13,1.00,1.31,-9.79,0.19,-0.11,-9.80,0.11,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
253881,27.87,854.45,1414.93,-0.7084,-0.0101,-0.7057,0.0022,-10.94,0.88,-0.37,-9.74,0.23,0.06,-9.80,0.11,0.03,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
254382,27.86,854.55,1413.99,-0.7084,-0.0181,-0.7054,0.0114,1.69,0.19,0.31,-9.83,-0.08,0.01,-9.80,0.09,0.03,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
254883,27.84,854.65,1413.02,-0.7081,-0.0243,-0.7055,0.0188,5.81,0.25,0.37,-9.82,0.00,0.37,-9.80,0.07,0.03,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
255383,27.83,854.74,1412.15,-0.7072,-0.0239,-0.7064,0.0192,-0.88,1.00,-0.94,-9.66,0.30,0.26,-9.80,0.06,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
255884,27.82,854.84,1411.16,-0.7076,-0.0322,-0.7054,0.0258,-6.50,1.12,0.31,-9.73,0.06,0.08,-9.80,0.08,0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
256384,27.81,854.94,1410.27,-0.7097,-0.0376,-0.7028,0.0315,0.19,0.00,-0.62,-9.76,0.18,0.29,-9.80,0.08,0.09,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
256886,27.80,855.06,1409.06,-0.7092,-0.0416,-0.7028,0.0367,-8.44,0.44,-2.06,-9.75,0.23,-0.07,-9.80,0.06,0.08,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
257386,27.79,855.17,1408.08,-0.7088,-0.0432,-0.7029,0.0397,-8.25,-0.62,-0.50,-9.84,0.08,-0.02,-9.80,0.05,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
257887,27.78,855.28,1406.97,-0.7076,-0.0472,-0.7036,0.0460,-2.50,1.12,-1.37,-9.86,0.12,-0.12,-9.80,0.01,0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
258388,27.76,855.40,1405.89,-0.7054,-0.0539,-0.7047,0.0530,4.50,0.25,-0.06,-9.80,0.02,0.15,-9.80,0.01,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
258888,27.75,855.49,1405.03,-0.7051,-0.0671,-0.7034,0.0604,-0.44,-1.06,1.87,-9.83,0.03,-0.14,-9.80,0.09,0.01,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
259389,27.74,855.61,1403.83,-0.7050,-0.0784,-0.7015,0.0682,4.87,0.94,1.44,-9.74,-0.08,0.23,-9.80,0.14,0.03,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
259890,27.73,855.70,1402.97,-0.7050,-0.0833,-0.7009,0.0698,7.19,-0.81,0.44,-9.83,0.04,-0.24,-9.80,0.19,0.03,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
260390,27.71,855.79,1402.13,-0.7044,-0.0930,-0.6993,0.0790,-7.50,-1.00,-0.06,-9.74,0.27,-0.15,-9.80,0.20,0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
260891,27.70,855.88,1401.24,-0.7052,-0.0986,-0.6965,0.0890,1.81,1.00,-1.81,-9.70,0.09,0.18,-9.80,0.14,0.10,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
261391,27.69,855.98,1400.34,-0.7021,-0.1064,-0.6973,0.0980,-1.69,-0.06,-0.06,-9.73,0.11,0.11,-9.80,0.12,0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
261891,27.69,856.09,1399.27,-0.6993,-0.1176,-0.6962,0.1115,-0.88,0.00,-0.69,-9.80,-0.01,0.07,-9.80,0.09,0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
262392,27.68,856.16,1398.60,-0.6976,-0.1288,-0.6942,0.1219,3.69,0.13,1.31,-9.80,0.00,0.00,-9.80,0.10,0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
262894,27.67,856.33,1396.97,-0.6958,-0.1335,-0.6943,0.1265,-1.50,-0.25,-0.31,-9.86,0.05,-0.28,-9.80,0.09,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
263395,27.66,856.45,1395.86,-0.6948,-0.1390,-0.6931,0.1328,-2.87,-2.19,0.62,-9.74,0.17,0.01,-9.80,0.08,0.01,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
263895,27.65,856.52,1395.13,-0.6953,-0.1429,-0.6906,0.1385,-4.19,-1.19,0.37,-9.85,-0.06,-0.15,-9.80,0.07,0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
264396,27.64,856.64,1394.03,-0.6945,-0.1516,-0.6877,0.1476,6.31,-0.62,0.69,-9.84,0.05,0.01,-9.80,0.07,0.08,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
264897,27.63,856.70,1393.49,-0.6919,-0.1580,-0.6870,0.1558,0.62,-0.62,-0.50,-9.77,-0.17,0.19,-9.80,0.04,0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
265397,27.62,856.79,1392.62,-0.6901,-0.1670,-0.6854,0.1620,7.69,0.44,0.19,-9.89,0.11,-0.05,-9.80,0.08,0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
265897,27.61,856.88,1391.69,-0.6879,-0.1764,-0.6830,0.1707,6.56,1.44,1.37,-9.78,0.22,0.10,-9.80,0.09,0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
266398,27.60,857.01,1390.54,-0.6846,-0.1877,-0.6815,0.1780,5.50,0.88,0.44,-9.76,0.24,0.05,-9.80,0.14,0.00,1,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
266899,27.59,857.09,1389.70,-0.6846,-0.1910,-0.6794,0.1821,-3.00,1.25,1.31,-9.83,0.04,0.20,-9.80,0.13,0.03,1,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
267399,27.58,857.18,1388.87,-0.6822,-0.1975,-0.6776,0.1912,10.38,0.13,-1.94,-9.79,0.02,-0.12,-9.80,0.09,0.03,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
267900,27.58,857.29,1387.87,-0.6785,-0.2032,-0.6772,0.1994,8.63,-0.37,-0.50,-9.69,0.10,0.15,-9.80,0.05,0.00,1,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
268401,27.57,857.38,1386.96,-0.6784,-0.2095,-0.6722,0.2099,-0.13,0.31,-1.37,-9.72,0.12,0.25,-9.80,0.01,0.08,2,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
268902,27.56,857.51,1385.74,-0.6734,-0.2222,-0.6708,0.2172,4.69,0.56,1.44,-9.76,-0.12,-0.08,-9.80,0.07,0.01,2,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
269402,27.55,857.58,1384.73,-0.6706,-0.2356,-0.6647,0.2300,-3.75,0.44,0.88,-9.83,-0.24,0.24,-9.80,0.09,0.05,2,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
269902,27.55,857.71,1383.83,-0.6666,-0.2471,-0.6622,0.2370,12.69,1.75,1.25,-9.78,0.03,-0.17,-9.80,0.15,0.00,2,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
270402,27.54,857.78,1383.13,-0.6642,-0.2557,-0.6575,0.2471,-2.87,0.44,-0.25,-9.79,0.10,0.21,-9.80,0.14,0.04,2,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
270903,27.53,857.89,1382.14,-0.6578,-0.2684,-0.6534,0.2611,-2.81,0.31,-0.56,-9.71,0.08,-0.10,-9.80,0.11,0.01,2,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
271403,27.52,857.98,1381.27,-0.6535,-0.2783,-0.6498,0.2708,6.25,-0.94,0.25,-9.83,0.18,0.16,-9.80,0.11,0.00,2,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
271904,27.52,858.10,1380.10,-0.6503,-0.2909,-0.6426,0.2820,0.25,-1.19,1.50,-9.81,0.23,-0.05,-9.80,0.15,0.04,1,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
272404,27.51,858.18,1379.37,-0.6454,-0.3004,-0.6411,0.2869,8.69,1.00,0.31,-9.73,0.16,0.06,-9.80,0.19,-0.02,1,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
272904,27.50,858.31,1378.10,-0.6420,-0.3102,-0.6351,0.2972,7.87,0.56,2.75,-9.91,0.12,0.03,-9.80,0.20,0.00,1,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
273405,27.49,858.40,1377.21,-0.6374,-0.3210,-0.6296,0.3070,6.19,0.88,-0.44,-9.76,-0.01,0.29,-9.80,0.22,0.01,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
273905,27.49,858.52,1376.13,-0.6332,-0.3287,-0.6241,0.3185,7.81,-1.25,0.56,-9.81,0.14,-0.26,-9.80,0.18,0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
274406,27.48,858.59,1375.43,-0.6328,-0.3232,-0.6251,0.3231,8.44,-1.75,-3.06,-9.82,0.00,-0.03,-9.80,0.05,0.09,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
274907,27.48,858.70,1374.36,-0.6324,-0.3235,-0.6212,0.3309,0.94,0.50,1.56,-9.75,0.09,0.20,-9.80,-0.01,0.18,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
275408,27.46,858.79,1373.56,-0.6192,-0.3362,-0.6210,0.3433,11.00,1.37,-1.62,-9.83,-0.33,-0.14,-9.80,-0.10,0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
275909,27.45,858.89,1372.61,-0.6174,-0.3450,-0.6157,0.3475,10.13,0.13,1.81,-9.74,0.14,0.25,-9.80,-0.01,0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
276409,27.45,859.02,1371.32,-0.6080,-0.3650,-0.6055,0.3613,5.62,0.56,2.31,-9.81,-0.28,-0.09,-9.80,0.06,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
276910,27.44,859.12,1370.44,-0.6031,-0.3799,-0.6007,0.3621,2.81,0.62,3.44,-9.73,0.28,0.14,-9.80,0.23,-0.10,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
277410,27.43,859.20,1369.68,-0.6037,-0.3888,-0.5886,0.3715,1.94,1.94,0.88,-9.74,0.11,0.15,-9.80,0.31,0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
277911,27.42,859.31,1368.57,-0.6006,-0.3893,-0.5915,0.3712,4.44,-1.06,0.00,-9.84,0.28,-0.25,-9.80,0.27,-0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
278411,27.43,859.41,1367.61,-0.5949,-0.3932,-0.5864,0.3842,-0.88,-1.00,-2.00,-9.90,-0.06,-0.11,-9.80,0.17,0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
278911,27.42,859.51,1366.67,-0.5890,-0.3964,-0.5859,0.3907,1.31,-0.88,-2.00,-9.90,0.15,-0.16,-9.80,0.08,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
279413,27.41,859.58,1365.97,-0.5836,-0.4009,-0.5796,0.4034,2.75,-3.37,-1.81,-9.84,0.00,0.14,-9.80,0.00,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
279914,27.41,859.71,1364.75,-0.5769,-0.4098,-0.5725,0.4141,9.69,-0.06,0.69,-9.76,0.07,-0.42,-9.80,-0.01,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
280414,27.41,859.80,1363.90,-0.5667,-0.4269,-0.5615,0.4259,3.56,-0.81,0.69,-9.75,0.02,0.31,-9.80,0.05,0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
280916,27.39,859.91,1362.86,-0.5615,-0.4355,-0.5549,0.4326,-0.69,1.37,-0.25,-9.68,-0.06,0.05,-9.80,0.08,0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
281416,27.39,859.98,1362.18,-0.5561,-0.4417,-0.5468,0.4435,-1.25,-2.62,1.75,-10.11,-0.34,0.70,-9.80,0.06,0.11,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
281918,27.39,860.08,1361.24,-0.5522,-0.4477,-0.5441,0.4456,4.44,2.06,0.37,-9.80,0.29,0.01,-9.80,0.09,0.06,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
282418,27.38,860.19,1360.24,-0.5450,-0.4557,-0.5382,0.4535,-6.62,1.06,0.19,-9.76,0.03,0.18,-9.80,0.08,0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
282919,27.37,860.29,1359.30,-0.5397,-0.4613,-0.5322,0.4613,6.37,0.88,-0.62,-9.72,0.19,0.02,-9.80,0.06,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
283419,27.37,860.39,1358.35,-0.5319,-0.4746,-0.5220,0.4683,-0.44,0.37,-0.25,-9.72,0.61,0.00,-9.80,0.15,0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
283920,27.36,860.49,1357.39,-0.5259,-0.4834,-0.5153,0.4735,8.31,-0.62,0.69,-9.81,0.00,-0.54,-9.80,0.19,0.01,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
284420,27.36,860.58,1356.47,-0.5169,-0.4943,-0.5089,0.4790,7.75,-0.13,2.81,-9.76,0.00,0.33,-9.80,0.23,-0.06,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
284920,27.35,860.72,1355.20,-0.5093,-0.5034,-0.4973,0.4899,20.06,-0.25,-0.56,-9.76,-0.07,-0.01,-9.80,0.24,-0.01,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
285420,27.34,860.79,1354.50,-0.5013,-0.5080,-0.4912,0.4993,4.81,-0.31,1.69,-9.80,0.00,-0.09,-9.80,0.18,0.01,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
285920,27.34,860.89,1353.55,-0.4954,-0.5065,-0.4863,0.5114,-1.00,-1.62,-2.31,-9.80,-0.04,0.13,-9.80,0.04,0.13,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
286421,27.34,861.03,1352.25,-0.4853,-0.5129,-0.4791,0.5215,4.81,-0.62,-3.75,-9.86,0.19,-0.03,-9.80,-0.02,0.14,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
286921,27.33,861.12,1351.36,-0.4764,-0.5188,-0.4720,0.5303,-0.19,0.56,1.44,-9.70,0.39,0.06,-9.80,-0.05,0.15,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
287422,27.32,861.21,1350.54,-0.4641,-0.5326,-0.4603,0.5377,-1.87,0.56,-0.50,-9.73,0.00,-0.04,-9.80,0.00,0.08,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
287922,27.32,861.33,1349.35,-0.4598,-0.5426,-0.4498,0.5402,12.63,1.62,-0.88,-9.77,0.27,0.43,-9.80,0.12,0.06,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
288424,27.32,861.43,1348.43,-0.4569,-0.5472,-0.4456,0.5415,0.50,-0.19,4.37,-9.82,0.18,-0.34,-9.80,0.17,0.03,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
288924,27.32,861.54,1347.41,-0.4484,-0.5580,-0.4393,0.5427,9.38,0.56,-1.44,-9.71,0.11,0.12,-9.80,0.23,-0.08,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
289425,27.32,861.63,1346.50,-0.4441,-0.5592,-0.4314,0.5514,-0.94,0.81,1.50,-9.90,0.44,-0.13,-9.80,0.20,0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
289925,27.31,861.75,1345.38,-0.4340,-0.5659,-0.4267,0.5561,-8.69,0.19,-0.88,-9.78,0.25,-0.16,-9.80,0.16,-0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
290425,27.30,861.85,1344.47,-0.4308,-0.5652,-0.4199,0.5644,13.88,-0.50,-1.31,-9.83,0.33,0.19,-9.80,0.12,0.08,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
290926,27.29,861.93,1343.69,-0.4205,-0.5728,-0.4138,0.5690,3.75,0.13,-0.56,-9.83,0.09,-0.57,-9.80,0.10,0.01,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
291427,27.28,862.03,1342.70,-0.4146,-0.5731,-0.4095,0.5762,-7.44,-2.06,-1.56,-9.82,0.16,0.09,-9.80,0.03,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
291928,27.28,862.14,1341.72,-0.4089,-0.5742,-0.4041,0.5829,-3.94,0.19,-2.19,-9.73,0.26,-0.01,-9.80,-0.01,0.13,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
292428,27.27,862.21,1341.03,-0.3976,-0.5812,-0.3927,0.5916,8.19,-1.62,2.50,-9.76,0.04,0.33,-9.80,-0.02,0.16,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
292929,27.27,862.32,1339.98,-0.3856,-0.5905,-0.3759,0.6012,0.69,1.12,0.31,-9.76,-0.17,0.25,-9.80,0.03,0.19,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
293430,27.27,862.38,1339.37,-0.3810,-0.5986,-0.3698,0.5997,4.44,1.00,-0.75,-9.76,0.00,0.00,-9.80,0.12,0.09,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
293930,27.27,862.51,1338.22,-0.3753,-0.6019,-0.3644,0.6033,-5.94,0.25,4.25,-9.73,0.28,0.23,-9.80,0.11,0.09,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
294432,27.26,862.59,1337.43,-0.3618,-0.6105,-0.3574,0.6072,1.06,1.06,-3.25,-9.74,-0.33,-0.06,-9.80,0.07,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
294932,27.25,862.71,1336.24,-0.3586,-0.6111,-0.3551,0.6099,3.62,0.56,2.19,-9.77,0.41,0.18,-9.80,0.05,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
295432,27.25,862.79,1335.54,-0.3481,-0.6176,-0.3466,0.6143,13.44,-1.19,-0.94,-9.73,-0.33,-0.08,-9.80,0.03,-0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
295932,27.24,862.88,1334.63,-0.3429,-0.6192,-0.3412,0.6185,-12.56,-1.12,1.06,-10.10,0.32,0.16,-9.80,0.02,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
296432,27.24,862.99,1333.61,-0.3353,-0.6218,-0.3336,0.6242,-6.50,-1.81,-1.06,-9.77,-0.45,-0.02,-9.80,0.00,0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
